Date,Dividends
23/10/2020,0.1
25/01/2021,0.1
23/04/2021,0.1
23/07/2021,0.1
28/10/2021,0.12
25/01/2022,0.12
25/04/2022,0.12
25/07/2022,0.12
21/10/2022,6.85
28/10/2022,0.12
25/01/2023,0.12
25/04/2023,0.12
25/07/2023,0.12
30/10/2023,0.12
25/01/2024,0.12
