Date,Open,High,Low,Close,Adj Close,Volume
2022-03-14,527.770020,535.309998,523.539978,525.950012,507.021667,1950000
2022-03-15,530.000000,543.849976,527.919983,542.320007,522.802490,2547900
2022-03-16,544.530029,551.619995,531.260010,543.390015,523.834045,3017200
2022-03-17,543.349976,553.169983,543.200012,552.789978,532.895691,1974200
2022-03-18,552.960022,562.549988,549.510010,561.349976,541.147644,3597800
2022-03-21,560.140015,566.750000,550.840027,555.530029,535.537109,3136900
2022-03-22,556.960022,560.349976,552.330017,559.419983,539.287048,1777500
2022-03-23,556.950012,560.690002,551.909973,554.020020,534.081482,1546800
2022-03-24,555.510010,558.260010,549.219971,558.109985,538.024231,1614200
2022-03-25,559.820007,560.429993,550.229980,555.710022,535.710571,1974900
2022-03-28,556.739990,565.260010,553.500000,565.210022,544.868713,2056100
2022-03-29,568.000000,571.219971,564.530029,569.979980,549.467041,2005400
2022-03-30,570.950012,578.250000,568.590027,576.469971,555.723511,2086500
2022-03-31,578.700012,586.320007,575.510010,575.849976,555.125732,3439800
2022-04-01,577.380005,582.989990,572.309998,575.570007,554.855957,1933500
2022-04-04,573.940002,579.690002,571.469971,575.130005,554.431641,2201800
2022-04-05,572.590027,583.979980,572.099976,575.320007,554.614929,1826800
2022-04-06,574.030029,586.799988,570.369995,584.789978,563.744019,2646200
2022-04-07,592.289978,612.270020,588.780029,608.049988,586.166992,4804200
2022-04-08,606.380005,608.000000,597.729980,600.039978,578.445251,3230200
2022-04-11,598.789978,601.000000,582.799988,584.669983,563.628418,2792700
2022-04-12,586.690002,591.729980,578.760010,581.359985,560.437378,2142000
2022-04-13,582.469971,593.489990,582.469971,591.090027,569.817322,2211800
2022-04-14,591.780029,596.280029,587.049988,590.390015,569.142517,2206200
2022-04-18,585.380005,592.109985,579.599976,582.119995,561.170166,2161900
2022-04-19,583.349976,594.830017,582.000000,594.299988,572.911804,2327800
2022-04-20,599.150024,605.280029,597.299988,603.530029,581.809631,1793300
2022-04-21,607.280029,609.179993,591.150024,591.739990,570.443909,2027900
2022-04-22,590.349976,591.900024,571.049988,571.700012,551.125122,2878200
2022-04-25,570.309998,570.330017,553.530029,568.210022,547.760681,3154500
2022-04-26,565.250000,568.340027,553.309998,553.760010,533.830750,2057400
2022-04-27,556.190002,563.619995,552.849976,554.080017,534.139282,2261600
2022-04-28,555.469971,564.799988,545.799988,562.000000,542.655640,2118700
2022-04-29,560.929993,561.580017,529.700012,531.719971,513.417847,2968000
2022-05-02,532.229980,539.200012,518.270020,528.950012,510.743347,3303400
2022-05-03,530.000000,534.270020,523.700012,528.080017,509.903168,2398000
2022-05-04,531.599976,546.140015,522.809998,544.429993,525.690491,2465200
2022-05-05,541.570007,542.340027,512.169983,517.320007,499.513550,3977000
2022-05-06,514.400024,516.440002,498.820007,503.359985,486.034058,3560800
2022-05-09,496.100006,507.049988,494.339996,498.829987,481.659973,3292700
2022-05-10,509.700012,510.630005,495.630005,501.459991,484.199493,2729400
2022-05-11,503.920013,508.000000,487.809998,489.079987,472.245605,2782900
2022-05-12,486.790009,497.260010,479.760010,486.179993,469.445435,2829500
2022-05-13,493.109985,498.790009,489.600006,497.269989,480.153687,2338600
2022-05-16,496.140015,497.679993,489.619995,494.529999,477.508026,1579700
2022-05-17,489.160004,493.559998,480.230011,490.470001,473.587769,2602800
2022-05-18,460.000000,463.859985,424.549988,429.399994,414.619781,9511600
2022-05-19,430.369995,430.529999,418.720001,422.929993,408.372498,5839600
2022-05-20,428.799988,428.850006,406.510010,416.429993,402.096222,5115000
2022-05-23,420.000000,430.000000,416.670013,429.480011,414.697083,3687200
2022-05-24,424.799988,438.730011,424.350006,437.709991,422.643738,3473400
2022-05-25,436.329987,443.260010,430.829987,440.109985,424.961151,3225100
2022-05-26,449.100006,468.049988,447.510010,464.989990,448.984802,5917600
2022-05-27,456.799988,474.880005,455.119995,470.760010,454.556213,5719600
2022-05-31,470.760010,470.799988,458.029999,466.220001,450.172455,4424500
2022-06-01,469.380005,470.500000,456.700012,456.989990,441.260132,2319400
2022-06-02,460.899994,491.130005,457.880005,487.609985,470.826141,4950600
2022-06-03,485.029999,488.149994,475.589996,476.250000,459.857208,2857400
2022-06-06,480.500000,481.000000,468.910004,472.470001,456.207306,2297000
2022-06-07,459.910004,473.730011,459.589996,471.779999,455.541107,2435500
2022-06-08,471.779999,474.429993,466.890015,467.989990,451.881531,1697000
2022-06-09,467.339996,484.239990,467.149994,472.049988,455.801819,3087500
2022-06-10,465.000000,468.190002,457.760010,463.309998,447.362610,2549900
2022-06-13,450.000000,458.640015,448.899994,452.250000,436.683289,3113400
2022-06-14,452.250000,458.760010,450.279999,454.799988,439.145538,2224600
2022-06-15,458.500000,464.359985,451.390015,458.790009,442.998169,2250200
2022-06-16,450.309998,457.769989,447.970001,451.760010,436.210175,2906600
2022-06-17,451.049988,455.690002,443.200012,446.690002,431.314697,3623400
2022-06-21,450.549988,464.820007,449.140015,463.109985,447.169495,2420600
2022-06-22,459.390015,464.720001,458.500000,459.959991,444.127930,1827500
2022-06-23,466.369995,476.279999,465.709991,475.000000,458.650208,2030100
2022-06-24,480.000000,484.829987,476.679993,484.369995,467.697632,2862600
2022-06-27,485.809998,487.239990,477.350006,481.750000,465.167908,2034700
2022-06-28,483.500000,487.239990,467.890015,468.609985,452.480194,1754600
2022-06-29,470.950012,472.970001,466.420013,469.839996,453.667816,1275600
2022-06-30,468.299988,482.089996,464.720001,479.279999,462.782928,3852400
2022-07-01,481.179993,491.250000,478.000000,485.760010,469.039886,2660400
2022-07-05,485.559998,490.899994,478.459991,488.260010,471.453857,2489400
2022-07-06,488.260010,497.019989,487.779999,492.649994,475.692719,2262300
2022-07-07,492.059998,495.529999,489.220001,494.950012,477.913574,2125200
2022-07-08,497.320007,505.519989,497.000000,501.540009,484.276703,2607800
2022-07-11,501.119995,505.549988,494.839996,498.899994,481.727600,1891100
2022-07-12,497.010010,501.899994,488.040009,490.570007,473.684326,1775300
2022-07-13,484.320007,497.320007,483.820007,492.220001,475.277527,2008400
2022-07-14,496.089996,513.270020,493.619995,511.940002,494.318756,3715600
2022-07-15,516.919983,524.799988,515.780029,522.950012,504.949799,4265100
2022-07-18,521.859985,528.530029,515.669983,516.299988,498.528656,2464100
2022-07-19,522.409973,525.580017,516.969971,520.229980,502.323456,2391000
2022-07-20,521.260010,526.159973,516.809998,524.200012,506.156799,1740700
2022-07-21,524.039978,529.739990,521.599976,529.460022,511.235779,1716100
